chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr5	123391505	123391614	-292	Cfap251	+	25.50	16.38	24.99	1.55	-1.02
chr5	124234328	124234482	-544	Abcb9	+	20.75	15.51	40.89	1.33	1.97
chr5	124249607	124249802	-680	Ogfod2	+	43.50	25.80	62.11	1.69	1.43
chr5	129864516	129864616	146	Cct6a	+	7.50	10.30	10.50	-1.38	1.4
chr5	129864692	129864792	322	Cct6a	+	9.50	10.80	16.00	-1.14	1.68
chr5	129908569	129908714	-712	Phkg1	+	153.00	99.65	193.36	1.53	1.26
chr5	134341377	134341477	-175	Gtf2i	+	13.25	7.26	7.64	1.83	-1.74
chr5	134486008	134486112	-490	Gtf2ird1	+	38.50	28.50	37.40	1.35	-1.03
chr5	135118536	135118636	-158	Mlxipl	+	5.50	8.40	18.50	-1.52	3.36
chr5	135806834	135806934	271	Styxl1	+	17.50	12.44	18.01	1.41	1.03
chr5	135807148	135807282	24	Styxl1	+	4.75	6.56	7.92	-1.38	1.66
chr5	136085386	136085524	-666	Upk3bl	+	22.00	8.21	23.02	2.69	1.04
chr5	137532078	137532241	-591	Gnb2	+	9.50	11.80	10.00	-1.24	1.05
chr5	137738180	137738280	-166	Nyap1	+	4.25	2.83	6.91	1.52	1.62
chr5	137738631	137738731	-617	Nyap1	+	23.25	13.16	30.73	1.77	1.32
chr5	139200521	139200740	-283	Sun1	+	266.75	208.57	359.86	1.28	1.35
chr5	139331426	139331526	-555	Cox19	+	4.25	0.43	5.46	10.16	1.28
chr5	139355356	139355463	91	Mir339	+	26.00	29.50	38.40	-1.14	1.48
chr5	142386945	142387045	-257	Foxk1	+	17.00	8.40	28.90	2.03	1.7
chr5	142880908	142881008	35	Fbxl18	+	12.00	4.90	11.00	2.44	-1.09
chr5	142881142	142881242	-199	Fbxl18	+	13.00	8.09	9.88	1.61	-1.32
chr5	143314849	143314953	92	Zdhhc4	+	39.50	20.81	48.23	1.89	1.22
chr5	143314966	143315066	-23	Zdhhc4	+	38.25	24.31	54.69	1.57	1.43
chr5	145104509	145104645	546	Cpsf4	+	135.50	78.12	152.83	1.73	1.13
chr5	146418161	146418261	-542	Gm6408	+	17.25	15.97	11.16	1.08	-1.55
chr5	148489770	148489931	-252	Ubl3	+	25.50	20.78	20.82	1.22	-1.23
chr5	149451299	149451420	-785	Wdr95	+	12.00	20.20	16.50	-1.68	1.37
chr6	3497569	3497669	-774	Vps50	+	5.50	6.40	2.00	-1.16	-2.76
chr6	3498328	3498459	0	Vps50	+	304.50	305.39	321.09	-1	1.05
chr6	3763474	3763574	99	Calcr	+	16.50	26.10	13.50	-1.58	-1.22
chr6	3763769	3763869	-196	Calcr	+	9.25	11.49	6.17	-1.24	-1.5
chr6	3764045	3764145	-472	Calcr	+	7.50	3.90	5.00	1.91	-1.5
chr6	4003249	4003349	-688	Gng11	+	38.00	30.50	31.40	1.25	-1.21
chr6	4086909	4087009	-29	Bet1	+	288.50	271.59	272.92	1.06	-1.06
chr6	4087025	4087125	-145	Bet1	+	310.75	270.78	275.72	1.15	-1.13
chr6	4747672	4747772	416	Peg10	+	31.25	29.27	31.15	1.07	-1
chr6	4747847	4747947	591	Peg10	+	51.50	55.07	42.31	-1.07	-1.22
chr6	4747951	4748051	695	Peg10	+	55.00	56.41	39.94	-1.03	-1.38
chr6	5383298	5383407	-34	Asb4	+	5.50	4.90	9.50	1.12	1.72
chr6	5390414	5390549	71	Asb4	+	28.25	22.90	19.67	1.23	-1.44
chr6	5496292	5496480	-108	Pdk4	+	177.00	174.11	184.22	1.02	1.04
chr6	5496504	5496604	-276	Pdk4	+	163.00	157.96	169.28	1.03	1.04
chr6	5977764	5977864	-421	1700019G24Rik	+	6.00	7.90	18.00	-1.31	2.99
chr6	6862466	6862566	-818	Dlx6	+	5.00	3.40	3.50	1.45	-1.43
chr6	6869393	6869493	90	Dlx6os1	+	10.00	10.80	5.50	-1.08	-1.82
chr6	6870451	6870551	-968	Dlx6os1	+	8.50	16.20	10.50	-1.91	1.23
chr6	6882007	6882107	11	Dlx5	+	39.50	41.30	29.90	-1.05	-1.32
chr6	6956025	6956204	96	Sdhaf3	+	274.25	266.00	284.04	1.03	1.04
chr6	7844665	7844765	-509	C1galt1	+	574.50	519.47	626.94	1.11	1.09
chr6	7844790	7844890	-384	C1galt1	+	363.00	338.21	399.91	1.07	1.1
chr6	8259346	8259446	108	Umad1	+	483.50	440.68	506.41	1.1	1.05
chr6	8259524	8259624	286	Umad1	+	211.25	219.96	204.28	-1.04	-1.03
chr6	8949821	8949921	-148	Nxph1	+	83.75	65.92	87.10	1.27	1.04
chr6	8950037	8950137	68	Nxph1	+	45.00	52.43	69.95	-1.17	1.55
chr6	11907412	11907512	-13	Ndufa4	+	281.25	260.54	304.25	1.08	1.08
chr6	11907678	11907828	-75	Phf14	+	494.75	412.99	482.77	1.2	-1.02
chr6	13224860	13224987	41	Vwde	+	38.00	20.43	33.34	1.86	-1.14
chr6	13607954	13608101	70	Tmem168	+	377.75	317.60	339.92	1.19	-1.11
chr6	13871253	13871353	214	Smim30	+	154.75	190.04	167.64	-1.23	1.08
chr6	13871390	13871490	77	Smim30	+	335.00	360.66	364.70	-1.08	1.09
chr6	13871668	13871768	150	1110019D14Rik	+	208.00	228.41	192.88	-1.1	-1.08
chr6	14755375	14755475	-152	Ppp1r3a	+	22.50	7.73	11.25	2.92	-2
chr6	14755655	14755755	-432	Ppp1r3a	+	8.00	7.40	8.00	1.08	-1
chr6	14900515	14900615	-783	Foxp2	+	72.75	78.35	69.60	-1.08	-1.05
chr6	14900755	14900855	-543	Foxp2	+	102.75	103.04	96.44	-1	-1.07
chr6	16469846	16469946	6	Gm36406	+	13.75	13.55	16.81	1.02	1.22
chr6	16470167	16470267	-315	Gm36406	+	4.75	7.03	5.81	-1.48	1.22
chr6	17064944	17065044	-154	Tes	+	111.75	70.26	118.24	1.59	1.06
chr6	17065508	17065608	28	Gm15473	+	66.50	56.18	55.82	1.18	-1.19
chr6	17197944	17198044	-112	D830026I12Rik	+	17.75	10.16	19.27	1.74	1.08
chr6	17307373	17307473	-216	Cav1	+	37.25	21.87	37.15	1.7	-1
chr6	17307616	17307716	27	Cav1	+	102.00	68.07	84.97	1.5	-1.2
chr6	17636880	17637089	-25	Capza2	+	704.00	607.84	707.71	1.16	1.01
chr6	18030830	18030930	-436	Wnt2	+	16.00	33.00	27.90	-2.06	1.75
chr6	18031155	18031255	-761	Wnt2	+	34.75	25.80	31.49	1.35	-1.1
chr6	18031276	18031376	-882	Wnt2	+	36.00	32.05	28.29	1.12	-1.27
chr6	18866189	18866289	-78	Ankrd7	+	11.50	31.00	15.50	-2.69	1.35
chr6	21214634	21214734	-661	Kcnd2	+	72.75	78.28	90.60	-1.08	1.25
chr6	23132874	23132974	61	Aass	+	54.00	55.08	57.46	-1.02	1.06
chr6	24527257	24527357	218	Ndufa5	+	87.50	81.38	86.24	1.08	-1.01
chr6	24527515	24527615	-40	Ndufa5	+	382.50	342.12	393.39	1.12	1.03
chr6	24528284	24528384	191	Asb15	+	33.00	21.28	20.82	1.55	-1.59
chr6	24597484	24597584	-236	Lmod2	+	18.25	6.15	7.82	2.97	-2.34
chr6	24597597	24597697	-123	Lmod2	+	19.75	10.89	6.76	1.81	-2.93
chr6	24747811	24747911	-505	Hyal4	+	6.50	4.90	2.50	1.32	-2.6
chr6	25809092	25809192	75	Pot1a	+	376.75	411.69	405.76	-1.09	1.08
chr6	25809217	25809317	-50	Pot1a	+	504.50	532.77	494.34	-1.06	-1.02
chr6	25809375	25809475	-208	Pot1a	+	338.75	368.14	324.96	-1.09	-1.04
chr6	27937528	27937628	-829	Mir592	+	12.00	5.40	11.00	2.22	-1.09
chr6	28126779	28126879	-404	Grm8	+	4.75	2.85	2.64	1.69	-1.8
chr6	28127179	28127338	-833	Grm8	+	18.50	10.03	14.90	1.84	-1.24
chr6	28421620	28421720	53	Gcc1	+	215.75	204.06	287.67	1.06	1.33
chr6	28423538	28423638	-15	Arf5	+	217.75	175.19	218.86	1.24	1.01
chr6	28427781	28427881	-69	Fscn3	+	7.50	10.30	4.50	-1.38	-1.67
chr6	28480011	28480257	-213	Snd1	+	862.00	849.48	924.70	1.01	1.07
chr6	29164580	29164774	46	Rbm28	+	100.75	89.78	140.55	1.12	1.4
chr6	29272245	29272345	-192	Hilpda	+	13.75	18.68	18.51	-1.36	1.34
chr6	29347864	29347977	-185	Calu	+	295.50	266.39	325.31	1.11	1.1
chr6	29348008	29348108	-47	Calu	+	364.50	316.23	384.52	1.15	1.05
chr6	29433249	29433349	44	Flnc	+	15.75	14.96	19.31	1.05	1.22
chr6	29528599	29528699	-632	Irf5	+	6.50	10.30	3.50	-1.59	-1.86
chr6	29853238	29853338	-452	Ahcyl2	+	28.75	34.10	32.18	-1.19	1.12
chr6	29853400	29853500	-290	Ahcyl2	+	38.25	26.92	35.63	1.42	-1.07
chr6	29853531	29853631	-159	Ahcyl2	+	24.75	13.17	25.26	1.88	1.02
chr6	29985240	29985448	16	Smkr-ps	+	39.00	38.40	43.90	1.02	1.13
chr6	30303964	30304064	524	Ube2h	+	25.50	15.89	21.42	1.6	-1.19
chr6	30304129	30304233	357	Ube2h	+	32.00	20.87	36.98	1.54	1.16
chr6	30390972	30391088	-11	Zc3hc1	+	73.00	49.70	87.30	1.47	1.2
chr6	30401528	30401710	-235	Klhdc10	+	194.75	187.72	260.86	1.04	1.34
chr6	30460006	30460106	-928	1700012C14Rik	+	33.50	26.70	43.70	1.25	1.31
chr6	30460221	30460390	-679	1700012C14Rik	+	35.50	23.60	27.90	1.5	-1.27
chr6	30509735	30509948	-7	Ssmem1	+	241.00	161.30	277.23	1.49	1.15
chr6	30693731	30693937	-86	Cep41	+	233.75	176.90	265.56	1.32	1.14
chr6	30737581	30737681	-418	Mest	+	15.00	5.90	13.00	2.54	-1.16
chr6	30737738	30737838	-261	Mest	+	20.00	9.56	20.00	2.08	-1
chr6	30738046	30738146	44	Mest	+	53.25	35.40	60.25	1.5	1.13
chr6	31195371	31195471	-12	Lncpint	+	8.25	3.79	10.83	2.16	1.31
chr6	31195823	31195923	-464	Lncpint	+	8.50	6.52	12.75	1.31	1.5
chr6	33037462	33037562	-317	Chchd3	+	7.25	2.42	12.43	3.05	1.71
chr6	34154132	34154322	-238	Slc35b4	+	20.50	26.60	24.50	-1.3	1.19
chr6	34888113	34888213	-397	Wdr91	+	11.50	8.91	10.98	1.28	-1.05
chr6	34897099	34897199	-734	Stra8	+	4.50	8.01	5.63	-1.77	1.25
chr6	34897211	34897311	-622	Stra8	+	5.50	4.90	8.50	1.12	1.54
chr6	34955397	34955497	-513	Slc23a4	+	11.50	20.70	14.64	-1.8	1.27
chr6	34955548	34955673	-676	Slc23a4	+	34.00	35.85	35.44	-1.05	1.04
chr6	35229466	35229593	-116	Stmp1	+	14.00	16.12	10.89	-1.15	-1.29
chr6	37277288	37277497	-481	Dgki	+	33.75	32.76	34.15	1.03	1.01
chr6	37419243	37419343	-152	Gm33318	+	66.50	66.89	84.57	-1.01	1.27
chr6	37419346	37419450	-47	Gm33318	+	58.25	75.23	70.81	-1.29	1.22
chr6	38102147	38102247	-676	Atp6v0a4	+	23.50	9.88	33.84	2.37	1.44
chr6	38102259	38102359	-788	Atp6v0a4	+	15.75	8.27	24.90	1.91	1.58
chr6	38853232	38853381	-182	Hipk2	+	8.00	4.14	6.40	1.92	-1.25
chr6	39787997	39788097	-177	Mrps33	+	14.50	9.30	15.50	1.55	1.07
chr6	40413289	40413456	-303	Dennd11	+	10.50	10.80	5.50	-1.03	-1.91
chr6	40418894	40418994	-853	Wee2	+	6.00	6.40	4.50	-1.07	-1.34
chr6	42222273	42222386	-540	Gstk1	+	20.50	30.26	27.57	-1.48	1.35
chr6	42222409	42222509	-410	Gstk1	+	33.25	26.99	31.59	1.23	-1.05
chr6	42241453	42241553	-416	Casp2	+	9.25	11.98	7.19	-1.29	-1.29
chr6	42382091	42382191	-322	Tas2r135	+	7.75	5.23	12.92	1.48	1.66
chr6	42670707	42670807	-723	Tcaf1	+	7.00	7.90	9.50	-1.12	1.35
chr6	42687785	42687885	-786	Tcaf1	+	6.25	13.27	7.81	-2.12	1.25
chr6	42753034	42753134	-470	Rnu6	+	4.50	28.00	5.00	-6.23	1.11
chr6	47650143	47650243	-860	Rn4.5s	+	18.00	13.80	16.50	1.31	-1.09
chr6	47781213	47781353	-697	Mir704	+	17.25	11.63	20.29	1.48	1.17
chr6	48623549	48623649	-569	Gimap8	+	27.00	18.70	19.50	1.44	-1.39
chr6	48817901	48818039	-48	Tmem176b	+	32.75	32.25	36.68	1.02	1.12
chr6	49241808	49241908	-872	Tra2a	+	4.50	10.80	4.00	-2.4	-1.13
chr6	50549389	50549489	61	Mir6371	+	7.75	11.92	7.75	-1.54	-1
chr6	52221656	52221771	-510	Hoxa11os	+	38.00	31.67	54.84	1.2	1.44
chr6	54249044	54249144	-713	Chn2	+	8.00	10.30	15.50	-1.29	1.93
chr6	54249197	54249297	-560	Chn2	+	5.50	12.30	11.00	-2.24	2
chr6	54570062	54570162	47	Fkbp14	+	17.75	18.93	21.30	-1.07	1.2
chr6	54570192	54570344	-109	Fkbp14	+	4.50	8.90	13.00	-1.97	2.88
chr6	55152365	55152490	-452	Inmt	+	27.00	32.40	33.01	-1.2	1.22
chr6	55661487	55661601	-12	Gm3279	+	19.00	12.96	11.30	1.47	-1.68
chr6	56691312	56691463	-503	Avl9	+	55.50	55.60	67.51	-1	1.22
chr6	56691470	56691570	-370	Avl9	+	50.50	45.70	56.90	1.1	1.13
chr6	56808713	56808813	-281	Fkbp9	+	89.00	93.50	94.80	-1.05	1.07
chr6	56808814	56808920	-177	Fkbp9	+	106.50	110.49	121.73	-1.04	1.14
chr6	56879682	56879782	-861	Nt5c3	+	19.50	13.46	11.29	1.45	-1.73
chr6	59185372	59185493	-423	Tigd2	+	64.25	49.62	64.15	1.3	-1
chr6	60806881	60806981	-92	Snca	+	3.50	7.90	5.50	-2.25	1.57
chr6	65122661	65122761	-997	Hpgds	+	12.25	13.52	9.19	-1.1	-1.34
chr6	65929071	65929171	-434	4930544G11Rik	+	6.00	6.40	4.00	-1.07	-1.5
chr6	67014795	67014895	-454	Gadd45a	+	15.25	14.49	14.20	1.05	-1.08
chr6	67317559	67317659	-931	Il12rb2	+	11.50	13.80	3.00	-1.2	-3.84
chr6	67469758	67469858	-969	Il23r	+	3.50	9.80	6.50	-2.81	1.85
chr6	71610204	71610304	-353	Kdm3a	+	11.00	18.20	7.00	-1.65	-1.57
chr6	71800729	71800829	-11	Mrpl35	+	8.50	7.40	3.00	1.15	-2.84
chr6	71801645	71801745	-927	Mrpl35	+	15.50	12.80	8.50	1.21	-1.83
chr6	72099955	72100055	-81	4933431G14Rik	+	11.25	9.19	11.25	1.22	-1
chr6	72593599	72593699	82	Tgoln2	+	19.75	23.80	22.28	-1.21	1.13
chr6	77219229	77219329	-181	Lrrtm1	+	16.50	26.10	14.50	-1.58	-1.14
chr6	77219398	77219498	-12	Lrrtm1	+	10.00	14.30	8.00	-1.43	-1.25
chr6	81943120	81943220	-240	Mrpl19	+	15.00	12.80	18.00	1.17	1.2
chr6	81943242	81943402	-392	Mrpl19	+	17.50	13.30	21.50	1.32	1.23
chr6	81960272	81960372	-980	Gm20383	+	7.25	10.92	3.63	-1.51	-2
chr6	81960596	81960696	-656	Gm20383	+	7.75	7.66	6.64	1.02	-1.17
chr6	82917525	82917778	-901	Sema4f	+	17.50	25.10	21.00	-1.43	1.2
chr6	83078161	83078261	-286	Ccdc142	+	127.00	94.79	150.34	1.34	1.18
chr6	83078270	83078371	-177	Ccdc142	+	172.75	142.57	210.62	1.21	1.22
chr6	83101961	83102088	76	Ino80b	+	64.75	51.60	95.14	1.25	1.47
chr6	83142534	83142762	-258	Dctn1	+	57.00	37.90	72.90	1.5	1.28
chr6	83156115	83156325	-351	Dctn1	+	56.00	39.39	61.08	1.42	1.09
chr6	83162848	83162965	-22	Dctn1	+	33.00	14.80	21.50	2.24	-1.54
chr6	83302393	83302601	-524	Mob1a	+	24.50	29.50	28.40	-1.2	1.16
chr6	83326082	83326205	14	Bola3	+	228.25	153.04	240.66	1.49	1.05
chr6	85046659	85046759	-214	Exoc6b	+	25.75	25.85	25.24	-1	-1.02
chr6	85046764	85046864	-319	Exoc6b	+	36.75	26.21	40.79	1.4	1.11
chr6	85314102	85314381	-886	Mir705	+	30.75	26.88	22.68	1.15	-1.36
chr6	87789299	87789430	-218	Rab43	+	15.00	12.80	19.50	1.17	1.3
chr6	87789454	87789554	-358	Rab43	+	18.00	6.90	12.50	2.61	-1.44
chr6	88198439	88198674	-694	Dnajb8	+	28.25	31.72	30.67	-1.12	1.09
chr6	89339571	89339671	-26	Plxna1	+	18.50	20.16	29.70	-1.09	1.61
chr6	91660113	91660311	-836	Slc6a6	+	93.50	37.70	85.76	2.48	-1.09
chr6	92512026	92512126	-234	Prickle2	+	17.75	13.61	13.19	1.31	-1.35
chr6	92512230	92512330	-438	Prickle2	+	10.25	15.81	12.81	-1.55	1.25
chr6	92544836	92545016	-579	Prickle2	+	14.75	21.51	18.44	-1.46	1.25
chr6	92683323	92683423	-208	Prickle2	+	22.25	18.09	25.87	1.23	1.16
chr6	92683437	92683537	-322	Prickle2	+	32.50	22.60	42.90	1.44	1.32
chr6	92683548	92683648	-433	Prickle2	+	22.50	17.20	34.40	1.31	1.53
chr6	92845657	92845757	-631	Gm15737	+	2.00	1.50	4.50	1.36	2.25
chr6	92846115	92846306	-128	Gm15737	+	23.50	20.27	23.50	1.16	-1
chr6	94677017	94677171	32	Lrig1	+	17.50	8.65	11.84	2.03	-1.48
chr6	95695910	95696010	-133	Suclg2	+	7.50	13.80	7.00	-1.84	-1.07
chr6	97436683	97436783	-486	Frmd4b	+	11.75	14.76	16.02	-1.26	1.36
chr6	97436955	97437055	-758	Frmd4b	+	6.50	9.30	10.00	-1.44	1.54
chr6	99412353	99412475	-108	Foxp1	+	10.00	10.30	12.00	-1.03	1.2
chr6	99644031	99644131	-349	Eif4e3	+	18.00	14.80	22.00	1.22	1.22
chr6	99644135	99644319	-495	Eif4e3	+	16.75	13.21	20.41	1.27	1.22
chr6	100264215	100264315	54	Rybp	+	10.50	7.40	9.50	1.42	-1.11
chr6	100264343	100264443	-74	Rybp	+	9.00	8.90	10.00	1.02	1.11
chr6	101248179	101248279	-668	Gm33934	+	8.00	5.40	6.50	1.48	-1.23
chr6	102442256	102442356	-678	Cntn3	+	5.25	14.51	4.73	-2.77	-1.11
chr6	103487288	103487388	-499	Chl1	+	10.25	19.23	25.11	-1.87	2.45
chr6	103487454	103487554	-333	Chl1	+	10.00	16.38	15.79	-1.64	1.58
chr6	106777657	106777757	-659	Crbn	+	9.00	5.90	6.00	1.52	-1.5
chr6	108759339	108759549	-576	Arl8b	+	17.75	24.75	23.84	-1.39	1.34
chr6	108804665	108804765	-887	Edem1	+	14.25	15.43	10.69	-1.09	-1.34
chr6	108805214	108805314	-338	Edem1	+	18.00	20.20	9.50	-1.12	-1.9
chr6	108805541	108805641	-11	Edem1	+	6.75	12.83	5.71	-1.9	-1.18
chr6	112187485	112187585	-134	1700054K19Rik	+	3.50	7.90	5.00	-2.25	1.43
chr6	112365070	112365262	-182	Ssu2	+	6.50	9.30	6.00	-1.44	-1.09
chr6	113172715	113172821	-423	Lhfpl4	+	29.50	15.93	31.43	1.85	1.07
chr6	113172878	113172978	-583	Lhfpl4	+	14.75	8.75	17.80	1.69	1.2
chr6	113419080	113419228	-324	Jagn1	+	79.00	72.92	86.95	1.08	1.1
chr6	113696961	113697061	-139	Ghrl	+	435.75	296.90	444.59	1.47	1.02
chr6	113697120	113697268	-322	Ghrl	+	309.00	226.53	330.75	1.36	1.07
chr6	114434726	114434826	-707	Hrh1	+	42.75	29.83	40.13	1.43	-1.06
chr6	116034715	116034815	-793	Tmcc1	+	4.25	5.10	9.03	-1.2	2.12
chr6	116694172	116694272	-503	Tmem72	+	14.50	10.92	20.71	1.33	1.43
chr6	116694358	116694458	-689	Tmem72	+	59.25	39.63	53.12	1.49	-1.12
chr6	116694525	116694625	-856	Tmem72	+	45.25	32.86	37.52	1.38	-1.2
chr6	118226214	118226314	-849	1700069P05Rik	+	30.75	36.42	35.34	-1.18	1.15
chr6	118226324	118226474	-984	1700069P05Rik	+	29.25	43.92	36.21	-1.5	1.24
chr6	119085358	119085458	48	Cacna1c	+	3.00	5.40	3.50	-1.8	1.16
chr6	119085875	119085989	-476	Cacna1c	+	14.25	13.59	22.17	1.05	1.55
chr6	119444073	119444181	45	Wnt5b	+	23.25	21.02	33.96	1.1	1.46
chr6	119444215	119444315	-93	Wnt5b	+	44.00	32.00	58.40	1.38	1.33
chr6	119521964	119522064	-706	Wnt5b	+	9.00	9.30	10.00	-1.04	1.11
chr6	119522114	119522223	-860	Wnt5b	+	18.25	13.26	14.60	1.38	-1.25
chr6	120531414	120531574	-263	1700072O05Rik	+	193.50	144.98	229.76	1.33	1.19
chr6	122602517	122602701	-774	Dppa3	+	40.75	37.17	50.21	1.1	1.23
chr6	122720042	122720192	-413	Slc2a3	+	48.00	66.21	70.64	-1.38	1.47
chr6	124757390	124757490	-750	Lrrc23	+	15.00	8.40	14.00	1.79	-1.07
chr6	124757530	124757630	-890	Lrrc23	+	14.75	11.11	13.22	1.33	-1.12
chr6	124866009	124866109	-896	Cd4	+	9.00	4.40	18.00	2.03	2
chr6	125071926	125072026	-968	Chd4	+	10.50	8.40	13.00	1.26	1.24
chr6	125164128	125164228	-784	Scarna10	+	14.50	10.30	18.50	1.4	1.27
chr6	125164234	125164334	-890	Scarna10	+	14.75	9.15	10.17	1.6	-1.45
chr6	125191941	125192111	-518	Vamp1	+	189.25	171.11	198.48	1.11	1.05
chr6	125471700	125471800	-27	Cd9	+	10.25	5.76	9.23	1.78	-1.11
chr6	125472099	125472199	-426	Cd9	+	21.50	10.30	7.00	2.08	-3.08
chr6	126142552	126142652	-679	Ntf3	+	4.00	16.62	11.43	-4.15	2.85
chr6	126717805	126717905	-218	Kcna6	+	5.25	8.02	4.73	-1.52	-1.11
chr6	127086743	127086881	-297	Tigar	+	33.25	38.11	41.21	-1.15	1.24
chr6	127538214	127538314	-35	Cracr2a	+	17.75	16.96	16.23	1.05	-1.1
chr6	128339117	128339217	618	Rhno1	+	26.25	20.01	26.25	1.31	-1
chr6	128339398	128339548	312	Rhno1	+	7.50	4.90	9.00	1.52	1.2
chr6	129215648	129215748	-253	2310001H17Rik	+	7.50	10.30	4.50	-1.38	-1.67
chr6	129215752	129215866	-364	2310001H17Rik	+	4.50	9.30	6.00	-2.08	1.33
chr6	129326554	129326694	-583	Clec12a	+	21.00	16.20	11.00	1.29	-1.91
chr6	129373832	129373932	-378	Clec1b	+	13.25	11.58	5.10	1.14	-2.6
chr6	129385220	129385342	-544	Clec9a	+	17.75	14.99	19.27	1.18	1.08
chr6	131519787	131519887	-888	5430401F13Rik	+	8.50	6.04	11.16	1.41	1.31
chr6	131520063	131520163	-612	5430401F13Rik	+	29.00	29.98	35.00	-1.03	1.21
chr6	134226657	134226757	-934	1700051K13Rik	+	13.00	6.40	12.50	2.03	-1.04
chr6	134372938	134373038	-304	Bcl2l14	+	13.50	16.70	14.00	-1.24	1.04
chr6	134373049	134373149	-193	Bcl2l14	+	20.25	26.77	19.74	-1.32	-1.03
chr6	134373230	134373330	-12	Bcl2l14	+	15.00	24.60	17.00	-1.64	1.13
chr6	134543746	134543846	80	Lrp6	+	4.00	6.90	9.00	-1.72	2.25
chr6	134544675	134544775	-849	Lrp6	+	6.00	4.90	3.50	1.22	-1.72
chr6	136150380	136150530	88	Grin2b	+	16.00	20.70	21.50	-1.29	1.34
chr6	136304098	136304198	-389	Eif4a3l1	+	6.50	7.90	5.00	-1.21	-1.3
chr6	136304518	136304618	31	Eif4a3l1	+	34.00	32.50	37.90	1.05	1.12
chr6	136781577	136781677	-198	H4c16	+	2.00	8.90	6.00	-4.43	2.99
chr6	136835365	136835479	-824	Art4	+	34.75	25.91	36.16	1.34	1.04
chr6	137386774	137386874	-895	Ptpro	+	4.00	4.40	2.50	-1.11	-1.6
chr6	138117500	138117600	25	Mgst1	+	23.50	21.60	26.00	1.09	1.1
chr6	138117666	138117766	191	Mgst1	+	32.50	32.01	30.37	1.02	-1.07
chr6	138117863	138117963	388	Mgst1	+	25.75	25.37	21.02	1.02	-1.23
chr6	138420960	138421060	39	Gm30332	+	36.75	34.72	28.36	1.06	-1.29
chr6	139592630	139592806	-595	Pik3c2g	+	8.25	16.69	13.92	-2.03	1.68
chr6	139986952	139987052	141	Plcz1	+	6.50	9.30	10.50	-1.44	1.61
chr6	140568035	140568154	-295	Aebp2	+	8.25	9.03	3.61	-1.1	-2.29
chr6	140569086	140569186	-92	Aebp2	+	10.00	5.90	5.00	1.69	-2
chr6	140570234	140570334	-351	Aebp2	+	55.50	52.16	68.64	1.06	1.24
chr6	142358071	142358171	-993	Spx	+	2.00	10.80	9.50	-5.41	4.74
chr6	142701977	142702221	-313	Cmas	+	38.50	42.69	41.48	-1.11	1.08
chr6	142759941	142760041	34	Gm7457	+	11.00	15.20	7.50	-1.39	-1.47
chr6	143190803	143190903	-761	D6Ertd474e	+	19.00	17.20	17.00	1.1	-1.12
chr6	143191180	143191280	-384	D6Ertd474e	+	41.50	43.77	45.45	-1.05	1.1
chr6	144155166	144155266	78	Sox5	+	31.75	35.50	35.29	-1.12	1.11
chr6	144155407	144155507	-163	Sox5	+	20.50	30.50	28.90	-1.49	1.41
chr6	144155622	144155722	-378	Sox5	+	8.00	4.90	5.00	1.63	-1.6
chr6	145692013	145692113	-450	Rassf8	+	6.50	12.30	7.50	-1.89	1.15
chr6	146403600	146403746	48	Itpr2	+	28.75	44.15	27.21	-1.53	-1.06
chr6	146933188	146933288	-797	Rep15	+	10.75	9.58	17.40	1.12	1.62
chr6	146933307	146933407	-678	Rep15	+	13.25	8.24	15.80	1.61	1.19
chr6	147145419	147145575	-198	Gm15767	+	45.25	35.70	41.13	1.27	-1.1
chr6	147377163	147377263	-156	Ccdc91	+	15.00	18.58	19.14	-1.24	1.27
chr6	147377289	147377389	-30	Ccdc91	+	9.50	19.70	17.50	-2.07	1.84
chr6	147948208	147948308	-656	Far2	+	5.50	14.30	7.00	-2.59	1.27
chr6	148114478	148114578	-656	Ergic2	+	7.25	15.18	7.25	-2.1	-1
chr6	148255761	148255861	-343	Rps4l	+	4.50	8.82	21.94	-1.97	4.87
chr6	149309492	149309597	-938	Bicd1	+	244.50	206.85	259.33	1.18	1.06
chr6	149309666	149309766	-766	Bicd1	+	141.75	124.80	152.55	1.14	1.08
chr7	4121997	4122171	-445	Ttyh1	+	12.00	3.40	10.50	3.49	-1.15
chr7	4123612	4123712	65	9430041J12Rik	+	198.50	160.59	206.66	1.24	1.04
chr7	4526433	4526593	-986	Tnni3	+	64.25	38.95	76.80	1.65	1.19
chr7	4792858	4792965	-352	Tmem238	+	176.25	129.48	234.26	1.36	1.33
chr7	4792989	4793089	-480	Tmem238	+	103.00	65.49	126.48	1.57	1.23
chr7	5053548	5053648	-933	Zfp580	+	11.25	5.28	7.67	2.13	-1.47
chr7	15976073	15976243	98	C5ar2	+	43.75	15.11	31.58	2.89	-1.38
chr7	16043621	16043721	163	Bbc3	+	5.00	5.90	9.50	-1.18	1.9
chr7	16043932	16044032	-204	Bbc3	+	12.50	5.19	5.21	2.4	-2.4
chr7	16135059	16135214	15	Zc3h4	+	14.25	17.77	29.45	-1.25	2.07
chr7	19006538	19006648	-814	Vasp	+	50.75	28.58	35.93	1.77	-1.41
